train_loss,train_acc,train_precision,train_recall,train_f1,valid_loss,valid_acc,valid_precision,valid_recall,valid_f1
2.714110964,0.296595991,0.317554742,0.296595961,0.292158812,1.388673361,0.575892866,0.632374644,0.575892866,0.546542287
0.905182625,0.727678597,0.72769624,0.727678537,0.726199269,0.640044608,0.783482134,0.821379483,0.783482194,0.774590552
0.393642342,0.881975472,0.882879972,0.881975412,0.881853461,0.507247956,0.823660731,0.833392978,0.823660791,0.813466072
0.279037107,0.910714269,0.91121453,0.910714269,0.910496533,0.475487139,0.839285731,0.867019594,0.839285731,0.838843942
0.20500519,0.934709847,0.935261726,0.934709787,0.934693277,0.467464358,0.839285731,0.865221977,0.839285791,0.841198683
0.150275692,0.953404009,0.953616202,0.953404009,0.95332402,0.432835587,0.861607134,0.885918915,0.861607134,0.860710502
0.128840784,0.962611616,0.962870181,0.962611616,0.962571442,0.51475399,0.84375,0.869301796,0.84375,0.84007895
0.10824022,0.967354894,0.967691004,0.967354894,0.967355132,0.522261093,0.850446403,0.871034503,0.850446463,0.849887073
0.078316306,0.976841509,0.977124095,0.976841569,0.976858079,0.365624056,0.886160731,0.899078369,0.886160731,0.884568453
0.092820418,0.975446403,0.975590825,0.975446403,0.975430369,0.58672751,0.84375,0.869873464,0.84375006,0.842512012
0.071029413,0.98046875,0.980609357,0.98046881,0.980479121,0.42007202,0.875,0.895023465,0.87500006,0.876346946
0.097781475,0.970982134,0.971235693,0.970982134,0.970981836,0.544632812,0.848214269,0.869737566,0.848214328,0.845210254
0.105211165,0.96484375,0.965170622,0.96484375,0.964851558,0.471509855,0.875,0.903077126,0.875,0.875719309
0.072991907,0.978794634,0.97886169,0.978794694,0.978752851,0.448044755,0.870535731,0.884164155,0.870535731,0.869303823
0.074702738,0.976004481,0.976153195,0.976004541,0.975944698,0.474227948,0.848214269,0.873744249,0.848214328,0.847910881
0.057814537,0.982421875,0.982524633,0.982421875,0.982410133,0.468999506,0.863839269,0.876463294,0.863839328,0.861496508
0.036320512,0.990792394,0.990907669,0.990792394,0.99079144,0.466057362,0.879464269,0.904024065,0.879464269,0.878514826
0.035895283,0.989397347,0.98948741,0.989397287,0.989393651,0.443240958,0.877232134,0.893282712,0.877232134,0.876598537
0.043535821,0.987165153,0.987245083,0.987165153,0.98716414,0.437759304,0.879464269,0.903590024,0.879464269,0.878320158
0.050320956,0.984654009,0.984755456,0.984654069,0.98464185,0.44191187,0.852678597,0.869664848,0.852678597,0.851411641
0.072457838,0.977120519,0.977286577,0.977120519,0.977118015,0.627282987,0.834821403,0.853984594,0.834821522,0.83298409
0.10519724,0.965959847,0.966377974,0.965959847,0.966037512,0.428867707,0.859375,0.875700653,0.859375,0.858348846
0.055139426,0.983258903,0.98337698,0.983258963,0.983257413,0.350097056,0.90625,0.919053793,0.90625006,0.906587243
0.063213505,0.979352653,0.979560137,0.979352713,0.979371071,0.443760503,0.868303597,0.88253969,0.868303597,0.866785586
0.049546446,0.987444222,0.987472117,0.987444222,0.987426043,0.417662269,0.886160731,0.89607513,0.886160731,0.885465264
0.030075937,0.989397347,0.989536166,0.989397287,0.989403486,0.38139831,0.890625,0.90300101,0.890625,0.891470551
0.035785905,0.989397347,0.989540339,0.989397287,0.98941344,0.381142445,0.886160731,0.89868325,0.886160791,0.886976838
0.020973109,0.994698644,0.994736075,0.994698703,0.994690657,0.360231821,0.883928597,0.897889078,0.883928597,0.881974518
0.018255323,0.995256722,0.995300293,0.995256782,0.995251238,0.414294928,0.877232134,0.899473011,0.877232194,0.879142165
0.020447035,0.994140625,0.994232297,0.994140625,0.994152427,0.38893482,0.886160731,0.895721734,0.886160791,0.885352314
0.013841499,0.997767866,0.997777283,0.997767866,0.997762799,0.427481201,0.883928597,0.893164933,0.883928597,0.882924616
0.019015648,0.995256722,0.995305121,0.995256662,0.995251238,0.483568368,0.883928597,0.898189485,0.883928597,0.88364172
0.078514714,0.976004481,0.97618854,0.976004481,0.976018429,1.105360433,0.78125,0.837937951,0.78125,0.784020603
0.108993346,0.965401769,0.965815902,0.965401769,0.965462148,0.483735316,0.879464269,0.892491341,0.879464269,0.878821611
0.069120913,0.979631722,0.979824901,0.979631722,0.979654193,0.466842546,0.875,0.884505272,0.875,0.874666691
0.059389435,0.982979894,0.983146012,0.982979894,0.982987702,0.475955306,0.866071403,0.877207339,0.866071463,0.864704192
0.042292521,0.987165153,0.987225473,0.987165153,0.987151563,0.42583462,0.883928597,0.900239646,0.883928537,0.884254098
0.040446093,0.988002241,0.98816359,0.988002241,0.988015294,0.412044599,0.90625,0.918347001,0.90625,0.906720519
0.035543215,0.988839269,0.98892045,0.988839269,0.98884356,0.483372125,0.875,0.891547978,0.875,0.874877453
0.03403041,0.989397347,0.989434004,0.989397347,0.989386559,0.416656104,0.899553597,0.911179304,0.899553537,0.89894712
0.014616236,0.99609375,0.996123016,0.99609375,0.996091008,0.406323052,0.897321403,0.914580584,0.897321463,0.896366954
0.026110758,0.991350472,0.991412938,0.991350412,0.991347313,0.597387107,0.877232134,0.901178598,0.877232134,0.879981041
0.042265547,0.988002241,0.988049448,0.9880023,0.987986624,0.441130359,0.901785731,0.914381027,0.901785731,0.903247118
0.01729805,0.995535731,0.995613337,0.995535731,0.995540202,0.414716151,0.901785731,0.918084323,0.901785791,0.900092661
0.017186513,0.994140625,0.994208097,0.994140685,0.994137645,0.43135495,0.904017866,0.917635083,0.904017806,0.903729677
0.006131142,0.998046875,0.99808085,0.998046935,0.99804914,0.418251314,0.904017866,0.915277779,0.904017925,0.904194772
0.004613684,0.999441981,0.999451756,0.999441981,0.999441862,0.377332522,0.917410731,0.927483559,0.917410791,0.917580724
0.030444957,0.993303597,0.993302166,0.993303537,0.993285775,0.550290322,0.883928597,0.913299859,0.883928537,0.887088299
0.066659464,0.979631722,0.979796469,0.979631722,0.979646802,0.450406049,0.886160731,0.900024831,0.886160731,0.884977102
0.050299877,0.985770106,0.985927701,0.985770047,0.985785961,0.465954996,0.888392866,0.902159452,0.888392806,0.886909604
0.048532788,0.984654009,0.984812677,0.98465395,0.984677553,0.409790758,0.870535731,0.883240402,0.870535791,0.870255709
0.052393894,0.985770106,0.985845745,0.985770106,0.985764027,0.507730716,0.877232134,0.895240963,0.877232194,0.877341568
0.038065773,0.990234375,0.990315378,0.990234435,0.990225911,0.46357572,0.888392866,0.900250793,0.888392866,0.888768673
0.025222432,0.993303597,0.993408978,0.993303597,0.993317664,0.511636604,0.875,0.890451372,0.875,0.874422014
0.028393312,0.990792394,0.990860105,0.990792453,0.990789533,0.626038746,0.866071403,0.889069021,0.866071463,0.866677046
0.026400061,0.991350472,0.991475582,0.991350532,0.991351664,0.492955891,0.90625,0.920070708,0.90625006,0.906032801
0.015389268,0.997209847,0.997224391,0.997209847,0.997209728,0.45370795,0.912946403,0.918446124,0.912946403,0.911778867
0.002903071,1,1,1,1,0.428561958,0.917410731,0.923611164,0.917410672,0.916636646
0.005456695,0.998325884,0.998340428,0.998325884,0.998323321,0.41738644,0.917410731,0.92687875,0.917410731,0.916541874
0.003801076,0.999162972,0.999172747,0.999162972,0.999162912,0.387200795,0.912946403,0.923648357,0.912946463,0.911806762
